OREBA-DIS_1032_1_grm_std_uni,1,2.785001277923584,-2.773617744445801,1
OREBA-DIS_1032_1_grm_std_uni,1,3.3006839752197266,-3.908754825592041,1
OREBA-DIS_1032_1_grm_std_uni,1,3.4848623275756836,-3.822336435317993,1
OREBA-DIS_1032_1_grm_std_uni,1,3.8498880863189697,-3.946229934692383,1
OREBA-DIS_1032_1_grm_std_uni,1,3.9840235710144043,-3.752793073654175,1
OREBA-DIS_1032_1_grm_std_uni,1,4.119941234588623,-3.5873539447784424,1
OREBA-DIS_1032_1_grm_std_uni,1,4.065899848937988,-3.9032304286956787,1
OREBA-DIS_1032_1_grm_std_uni,1,3.930575370788574,-3.9965765476226807,1
OREBA-DIS_1032_1_grm_std_uni,1,3.2374236583709717,-3.4950244426727295,1
OREBA-DIS_1032_1_grm_std_uni,1,3.509503126144409,-3.603963851928711,1
OREBA-DIS_1032_1_grm_std_uni,1,3.995671272277832,-3.977452039718628,1
OREBA-DIS_1032_1_grm_std_uni,1,4.762784481048584,-4.91644811630249,1
OREBA-DIS_1032_1_grm_std_uni,1,5.779627323150635,-5.86352014541626,1
OREBA-DIS_1032_1_grm_std_uni,1,5.750319957733154,-6.270266532897949,1
OREBA-DIS_1032_1_grm_std_uni,1,4.397568702697754,-5.50841760635376,1
OREBA-DIS_1032_1_grm_std_uni,1,4.2585062980651855,-5.017151832580566,1
OREBA-DIS_1032_1_grm_std_uni,1,5.549343109130859,-4.848949432373047,1
OREBA-DIS_1032_1_grm_std_uni,1,5.857671737670898,-4.755656719207764,1
OREBA-DIS_1032_1_grm_std_uni,1,6.040685653686523,-5.153834819793701,1
OREBA-DIS_1032_1_grm_std_uni,1,5.2947235107421875,-5.152252197265625,1
OREBA-DIS_1032_1_grm_std_uni,1,5.384395122528076,-4.874499320983887,1
OREBA-DIS_1032_1_grm_std_uni,1,5.410369396209717,-5.116157054901123,1
OREBA-DIS_1032_1_grm_std_uni,1,5.430141448974609,-5.6902313232421875,1
OREBA-DIS_1032_1_grm_std_uni,1,5.628467559814453,-5.482851505279541,1
OREBA-DIS_1032_1_grm_std_uni,1,5.475845813751221,-4.995029449462891,1
OREBA-DIS_1032_1_grm_std_uni,1,5.660287857055664,-4.592656135559082,1
OREBA-DIS_1032_1_grm_std_uni,1,5.234716892242432,-4.089125633239746,1
OREBA-DIS_1032_1_grm_std_uni,1,5.622750759124756,-4.304065227508545,1
OREBA-DIS_1032_1_grm_std_uni,1,6.116168975830078,-4.946152687072754,1
OREBA-DIS_1032_1_grm_std_uni,1,6.59095573425293,-5.542417526245117,1
OREBA-DIS_1032_1_grm_std_uni,1,6.7018632888793945,-5.4757256507873535,1
OREBA-DIS_1032_1_grm_std_uni,1,6.951623916625977,-5.273189067840576,1
OREBA-DIS_1032_1_grm_std_uni,1,7.101310729980469,-5.387205600738525,1
OREBA-DIS_1032_1_grm_std_uni,1,7.726999759674072,-6.022033214569092,1
OREBA-DIS_1032_1_grm_std_uni,1,8.024109840393066,-6.135726451873779,1
OREBA-DIS_1032_1_grm_std_uni,1,8.080942153930664,-5.476683139801025,1
OREBA-DIS_1032_1_grm_std_uni,1,7.920345783233643,-5.176436901092529,1
OREBA-DIS_1032_1_grm_std_uni,1,7.601691722869873,-5.105319023132324,1
OREBA-DIS_1032_1_grm_std_uni,1,7.07396125793457,-4.916815280914307,1
OREBA-DIS_1032_1_grm_std_uni,1,6.989116668701172,-5.371603965759277,1
OREBA-DIS_1032_1_grm_std_uni,1,6.772110462188721,-5.388894081115723,1
OREBA-DIS_1032_1_grm_std_uni,1,6.632073402404785,-5.222321510314941,1
OREBA-DIS_1032_1_grm_std_uni,1,6.992712497711182,-5.350174427032471,1
OREBA-DIS_1032_1_grm_std_uni,1,7.383126735687256,-5.4069905281066895,1
OREBA-DIS_1032_1_grm_std_uni,1,7.313819885253906,-5.0061492919921875,1
